										X					
SPE4A615TG002	SPE4	5995014117424	55443762	12/30/14	6	EA	CABLE ASSEMBLY,RADI			T					
SPE4A615TG003	SPE4	6150013958310	55789270	12/30/14	5	EA	CABLE ASSEMBLY,SPEC			T					
SPE4A615TG004	SPE4	5940005574981	56269374	12/30/14	103	EA	TERMINAL BOARD			T					
SPE4A615TG005	SPE4	5977002464910	56459289	12/30/14	361	EA	BRUSH,ELECTRICAL CO			T					
SPE4A615TG006	SPE4	5365011554586	56221121	12/30/14	46	EA	SHIM			T					
SPE4A615TG007	SPE4	5365008078288	55650599	12/30/14	579	EA	SPACER,SLEEVE			T					
SPE4A615TG008	SPE4	5365015539486	56423827	12/30/14	51	EA	SPACER,RING			T					
SPE4A615TG009	SPE4	5365011277889	56365367	12/30/14	48	EA	RING,EXTERNALLY THR			T					
SPE4A615TG010	SPE4	5940011367091	56368286	12/30/14	8	EA	CONTACT STRIP,RADIO			T					
SPE4A615TG011	SPE4	5365015564383	56365575	12/30/14	9	EA	SPACER,SLEEVE			T					
SPE4A615TG012	SPE4	5975013857650	56408272	12/30/14	4	RO	CONDUIT,NONMETALLIC			T					
SPE4A615TG013	SPE4	3120015279862	56458729	12/30/14	20	EA	BEARING, PLAIN, ROD			T					
SPE4A615TG014	SPE4	5365012422760	56363492	12/30/14	20	EA	SPACER,SLEEVE			T					
SPE4A615TG015	SPE4	4235015480871	56301876	12/30/14	48	EA	SORBENT,OIL			T					
SPE4A615TG016	SPE4	6695015607983	56222030	12/30/14	1	EA	PANEL,INDICATOR			T					
SPE4A615TG017	SPE4	5365002812187	56200685	12/30/14	17	EA	RING,CONNECTING,ROU			T					
SPE4A615TG018	SPE4	5365009274323	56370640	12/30/14	25000	EA	SHIM			T					
SPE4A615TG019	SPE4	5940010704243	56446504	12/30/14	24	EA	SPLICE,CONDUCTOR			T					
SPE4A615TG020	SPE4	4010015789794	56444390	12/30/14	11	EA	WIRE ROPE ASSEMBLY,			T					
SPE4A615TG021	SPE4	5365009280830	56370638	12/30/14	66	EA	SPACER,RING			T					
SPE4A615TG022	SPE4	5365010897734	55650534	12/30/14	67	EA	SPACER,SLEEVE			T					
SPE4A615TG023	SPE4	5365012891922	56447943	12/30/14	2	EA	SPACER,RING			T					
SPE4A615TG024	SPE4	5365015602670	56483182	12/30/14	1429	EA	SPACER,STRAIGHT			T					
SPE4A615TG025	SPE4	6150013135404	55991508	12/30/14	20	EA	LEAD,ELECTRICAL			T					
SPE4A615TG026	SPE4	6150015570035	54741157	12/30/14	3	EA	CABLE ASSEMBLY,POWE			T					
SPE4A615TG027	SPE4	6210014976133	55096770	12/30/14	1	EA	LIGHT,INDICATOR			T					
SPE4A615TG028	SPE4	3120010475731	56459873	12/30/14	6	EA	BEARING,PLAIN,ROD E			T					
SPE4A615U0127	SPE4	3110004122624	55928047	12/26/14	62	EA	BEARING,ROLLER,CYLI			U					
SPE4A615U0143	SPE4	3110007643335	56370281	12/30/14	36	EA	BEARING,BALL,ANNULA			U					
SPE4A615U0144	SPE4	6210014732410	56368116	12/30/14	4	EA	LIGHT ASSEMBLY,INDI			U					
SPE4A615U0145	SPE4	6685001989398	56366804	12/30/14	18	EA	THERMOSTAT,FLOW CON			U					
SPE4A615U0146	SPE4	5845010811763	56368424	12/30/14	20	EA	DUMMY READOUT			U					
SPE4A615U0147	SPE4	6695011574382	56367773	12/30/14	2	EA	CALIBRATION SET,PRI			U					
SPE4A615U0148	SPE4	6150009938075	55254391	12/30/14	3	EA	CABLE ASSEMBLY,SPEC			U					
SPE4A615U0149	SPE4	6685014231454	56369320	12/30/14	9	EA	CONTROL,TEMPERATURE			U					
SPE4A615U0150	SPE4	4920014287447	56370091	12/30/14	9	EA	FIXTURE,AIRCRAFT MA			U					
SPE4A715Q0736	SPE4	1560015456578	55450464	12/29/14	74	EA	RIB,AIRFOIL			Q					
SPE4A715Q0738	SPE4	1680010502724	54497264	01/02/2015	22	EA	CUSHION ASSEMBLY,BA			Q					
SPE4A715Q0740	SPE4	1670015778211	54274147	12/30/14	12	EA	PACK TRAY,PERSONNEL			Q					
SPE4A715Q0741	SPE4	1560003617253	56441335	12/24/14	11	EA	HINGE,AILERON ACTUA			Q					
SPE4A715Q0742	SPE4	1560001723950	56058535	01/05/2015	6	EA	TORQUE SCISSOR ASSE			Q					
SPE4A715Q0745	SPE4	1560005572690	56077328	01/05/2015	44	EA	FLOOR,AIRCRAFT			Q					
SPE4A715T3661	SPE4	1680005404418	56199825	12/26/14	6	EA	SHAFT ASSEMBLY,FLEX			T					
SPE4A715T3723	SPE4	1680012160491	56202914	12/26/14	61	EA	PARTS KIT,REGULATOR			T					
SPE4A715T4028	SPE4	1560005319835	56234997	12/26/14	133	EA	BUSHING ASSY,SUPPOR			T					
SPE4A715T4168	SPE4	1650012259702	56281833	12/26/14	21	EA	FILTER BODY,FLUID			T					
SPE4A715T4170	SPE4	1650013069193	56281891	12/26/14	21	EA	FILTER ELEMENT,FLUI			T					
SPE4A715T4208	SPE4	1560013130195	56204655	12/26/14	28	EA	FAIRING,HINGE PIN			T					
SPE4A715T4217	SPE4	1680011959868	56290836	12/26/14	3	EA	GRIP,RIGHT HAND LEV			T					
SPE4A715T4219	SPE4	1560015612637	56266419	12/26/14	5	EA	AMAD ID PLATE			T					
SPE4A715T4221	SPE4	1560007003986	56236042	12/26/14	3	EA	PIPE, EXHAUST			T					
SPE4A715T4223	SPE4	1560014845356	56268237	12/26/14	3	EA	COVER,ACCESS,AIRCRA			T					
SPE4A715T4224	SPE4	1650013626901	56236036	12/26/14	15	EA	FILTER BODY,FLUID			T					
SPE4A715T4228	SPE4	1560001815270	55974760	12/26/14	2	EA	PAN ASSEMBLY,INDUCT			T					
SPE4A715T4238	SPE4	1680010914134	56298674	12/26/14	6	EA	BUNDLE,LANDING GEAR			T					
SPE4A715T4242	SPE4	1560013523949	56298182	12/26/14	9	EA	SPAR,AIRCRAFT			T					
SPE4A715T4246	SPE4	1680016018983	56298368	12/26/14	5	EA	ARMREST,AIRCRAFT			T					
SPE4A715T4249	SPE4	1560016305966	56138558	12/26/14	32	EA	SEAL,INFLATABLE,WIN			T					
SPE4A715T4293	SPE4	1560016162921	56320051	12/26/14	6	EA	HEAT SHIELD,EXHAUST			T					
SPE4A715T4305	SPE4	1650009332404	56175786	12/26/14	3	EA	PARTS KIT,LINEAR AC			T					
SPE4A715T4306	SPE4	1650007847963	56175787	12/26/14	3	EA	PARTS KIT,LINEAR AC			T					
SPE4A715T4312	SPE4	1680007546057	56320370	12/26/14	2	EA	PARTS KIT,ELECTRO-M			T					
SPE4A715T4325	SPE4	1560000980757	56175851	12/26/14	2	EA	MECHANISM ASSY			T					
SPE4A715T4330	SPE4	1560015015716	56082759	12/26/14	9	EA	LONGERON			T					
SPE4A715T4355	SPE4	1560015881177	56334381	12/26/14	4	EA	BALANCE WEIGHT,RUDD			T					
SPE4A715T4477	SPE4	1560005759348	56368933	12/26/14	16	EA	SUPPORT,STRUCTURAL			T					
SPE4A715T4478	SPE4	1680005935015	56368501	12/26/14	16	EA	PLATE,MOTOR MOUNTIN			T					
SPE4A715T4485	SPE4	1560008066558	56368717	12/26/14	2	EA	DOOR,ACCESS			T					
SPE4A715T4563	SPE4	1650007165899	56370025	12/26/14	290	EA	DISK,THERMOSTAT			T					
SPE4A715T5295	SPE4	1560015727862	56370432	12/30/14	4	EA	SKIN,AIRCRAFT			T					
SPE4A715T5298	SPE4	1670004637478	56423847	12/30/14	207	EA	FITTING CARGO			T					
SPE4A715T5300	SPE4	1560000750826	56458096	12/30/14	2	EA	PANEL ASSEMBLY			T					
SPE4A715T5302	SPE4	1680012489779	56458372	12/30/14	10	EA	ARMREST,OBSERVER			T					
SPE4A715T5303	SPE4	1680012378888	56458509	01/02/2015	5	EA	PANEL,CONTROL,ELECT			T					
SPE4A715T5304	SPE4	1680016175508	56457794	01/02/2015	3	EA	PARTS KIT,SEAL REPL			T					
SPE4A715T5305	SPE4	2945007173545	56458190	12/30/14	53	EA	ADAPTER,OIL FILTER			T					
SPE4A715T5308	SPE4	1680010036186	56457891	01/02/2015	9	EA	CONTROL ASSEMBLY,RU			T					
SPE4A715T5309	SPE4	2915003226686	55450120	12/30/14	149	EA	PARTS KIT,VALVE,CUR			T					
SPE4A715T5310	SPE4	1560003314829	56427645	12/30/14	739	EA	SPRING,COVE LIP,DOO			T					
SPE4A715T5311	SPE4	1560008771853	56458333	01/02/2015	3	EA	COUPLING ASSEMBLY,F			T					
SPE4A715T5314	SPE4	1560010150212	56457917	12/30/14	31	EA	CLIP,TIE			T					
SPE4A715T5315	SPE4	1650011163036	56459435	01/02/2015	32	EA	PISTON,HYDRAULIC AC			T					
SPE4A715T5316	SPE4	1560011775055	55803839	12/30/14	93	EA	SUPPORT,STRUCTURAL			T					
SPE4A715T5317	SPE4	1560011999815	56383405	12/30/14	8	EA	SUPPORT,STRUCTURAL			T					
SPE4A715T5320	SPE4	1650015679784	56458799	01/02/2015	6	EA	CYLINDER BLOCK,HYDR			T					
SPE4A715T5321	SPE4	1620010114556	56460074	01/02/2015	3	EA	ARM ASSEMBLY,TORQUE			T					
SPE4A715T5322	SPE4	1560004097055	56368003	12/30/14	8	EA	FORMER,AIRCRAFT			T					
SPE4A715T5323	SPE4	1560008868607	56430771	12/30/14	5	EA	PANEL ASSEMBLY,FAIR			T					
SPE4A715T5324	SPE4	1560014719279	56268942	01/02/2015	4	EA	FUEL QUANTITY PROBE			T					
SPE4A715T5327	SPE4	1680014816319	56423921	01/02/2015	2	EA	ATS CLUSTER GEAR,AI			T					
SPE4A715T5328	SPE4	1680015791389	56458022	01/02/2015	48	EA	SPLICE,FORMER CAP,A			T					
SPE4A715T5329	SPE4	1560016280857	56442824	12/30/14	1	EA	FITTING,STRUCTURAL			T					
SPE4A715T5334	SPE4	1560014420218	56407469	01/02/2015	18	EA	WINDOW PANEL,AIRCRA			T					
SPE4A715T5335	SPE4	1560016297849	56365587	12/30/14	1	EA	FAIRING,AIRCRAFT			T					
SPE4A715T5336	SPE4	1560001024928	56437744	12/30/14	3	EA	RAIL,LOGISTIC,CARGO			T					
SPE4A715T5337	SPE4	1560008297020	56369518	01/02/2015	15	EA	TURNBARREL,PUSH RO			T					
SPE4A715T5338	SPE4	1660001463353	55984681	01/02/2015	10	EA	DUCT ASSEMBLY,AIR C			T					
SPE4A715T5339	SPE4	1560010381862	56369994	01/02/2015	4	EA	SUPPORT,AILERON CON			T					
SPE4A715T5340	SPE4	1560007102391	56369625	01/02/2015	4	EA	SPRING ASSEMBLY,AIL			T					
SPE4A715T5341	SPE4	1620010161868	56366011	01/02/2015	153	EA	DRAG LINK,LANDING G			T					
SPE4A715T5342	SPE4	1560009079296	56383563	01/02/2015	5	EA	SKIN,AIRCRAFT			T					
SPE4A715T5343	SPE4	1560010111973	55453989	01/02/2015	13	EA	RETAINER,DUCT SEAL			T					
SPE4A715T5344	SPE4	1660013690326	56458991	12/30/14	9	EA	DUCT ASSEMBLY,AIR C			T					
SPE4A715T5347	SPE4	1560014680548	56458965	01/02/2015	4	EA	RIB,AILERON			T					
SPE4A715T5349	SPE4	1560014550901	56479922	12/30/14	37	EA	WEB,STRUCTURAL COMP			T					
SPE4A715T5351	SPE4	1680015785857	56203867	01/02/2015	62	EA	BLANKET,HEAT,ACF			T					
SPE4A715T5352	SPE4	1620005449989	55508873	01/02/2015	653	EA	ROLLER ASSY,UPLOCK			T					
SPE4A715T5353	SPE4	1560011774333	55632784	12/30/14	14	EA	FITTING,ANCHOR			T					
SPE4A715T5354	SPE4	1620011190666	56480009	01/02/2015	682	EA	SUPPORT,SPRING,DOWN			T					
SPE4A715T5357	SPE4	1560014936743	56480572	01/02/2015	16	EA	FORMER,AIRCRAFT			T					
SPE4A715T5358	SPE4	1560015280211	56180594	01/02/2015	2	EA	DISK ABRASIVE 2NH A			T					
SPE4A715T5359	SPE4	1560013927342	56197995	12/30/14	4	EA	DOOR,AIRCRAFT			T					
SPE4A715T5362	SPE4	1650004679011	56481652	01/02/2015	3	EA	PLUG SPECIAL			T					
SPE4A715T5367	SPE4	1560014497718	56438498	01/02/2015	4	EA	CHANNEL,AIRCRAFT			T					
SPE4A715T5368	SPE4	1680015189520	56383296	01/02/2015	13	EA	PAD,SCUFF			T					
SPE4A715T5371	SPE4	1680014716459	56368709	01/02/2015	8	EA	PANEL,CONTROL,ELECT			T					
SPE4A715U0086	SPE4	1560016296458	56367078	12/30/14	2	EA	FAIRING,AIRCRAFT			U					
SPE4A715U0087	SPE4	1560009341422	56319708	01/02/2015	25	EA	HANDLE CYLINDER			U					
SPE4A715U0088	SPE4	1560009509916	56365182	12/30/14	6	EA	MAST,DRAIN,NACELLE			U					
SPE4A715U0089	SPE4	1560016296453	56367080	12/30/14	2	EA	FAIRING,AIRCRAFT			U					
SPE4AC15T0036	SPE4	1560011373496	56274177	12/26/14	1	EA	STRAP,PLATING,CABIN			T					
SPE4AC15T0039	SPE4	1620004357840	56293700	12/26/14	2	EA	END CAP,POWER STEER			T					
SPE4AL15T0100	SPE4	5995016263451	56441426	01/02/2015	1	EA	CABLE ASSEMBLY,SPEC			T					
SPE5E015T0621	SPE5	5360012145148	56251489	12/26/14	1	EA	SPRING,HELICAL,COMP			T					
SPE5E015T0635	SPE5	5330013824343	56270971	12/26/14	2	EA	SEAL,NONMETALLIC ST			T					
SPE5E015T0642	SPE5	5306015649983	56247737	12/26/14	1	EA	BOLT,MACHINE			T					
SPE5E015T0645	SPE5	5340015928911	56270949	12/26/14	10	EA	PLATE,MOUNTING			T					
SPE5E015T0651	SPE5	5305015334876	56270938	12/26/14	1	FY	SCREW,CAP,HEXAGON H			T					
SPE5E015T0653	SPE5	5315015434944	56270887	12/26/14	1	EA	PIN,STRAIGHT,HEADED			T					
SPE5E015T0656	SPE5	5310016169138	56247823	12/26/14	2	EA	WASHER,FLAT			T					
SPE5E015T0658	SPE5	5340009711557	56287895	12/26/14	9	EA	CATCH,ELBOW			T					
SPE5E015T0664	SPE5	5306011993774	55979677	12/26/14	8	EA	BOLT,SHEAR			T					
SPE5E015T0769	SPE5	5305013428562	56476432	01/02/2015	10	EA	SCREW,CAP,SOCKET HE			T					
SPE5E015T0771	SPE5	5305015401757	55496953	01/02/2015	2	EA	SCREW,CAP,HEXAGON H			T					
SPE5E015T0772	SPE5	5315016033357	55514078	01/02/2015	4	EA	PIN,STRAIGHT,THREAD			T					
SPE5E015T0773	SPE5	5330015034192	56442677	01/02/2015	1	EA	GASKET			T					
SPE5E015T0774	SPE5	5315012180755	56442193	01/02/2015	1	EA	PIN,STRAIGHT,HEADLE			T					
SPE5E015T0775	SPE5	5320000527106	56270869	01/02/2015	16	EA	RIVET,SOLID			T					
SPE5E015T0776	SPE5	5330015809930	56442407	01/02/2015	4	EA	GASKET			T					
SPE5E015T0777	SPE5	5320007021937	56442519	01/02/2015	8	EA	RIVET,BLIND			T					
SPE5E015T0778	SPE5	5340015702708	56222278	01/02/2015	1	EA	BRACKET,SHELF			T					
SPE5E015T0779	SPE5	5306015787437	56442714	01/02/2015	8	EA	BOLT,EXTERNALLY REL			T					
SPE5E015T0780	SPE5	5310012693849	56445042	01/02/2015	1	EA	BELL,NUT			T					
SPE5E015T0781	SPE5	5330004457865	56444826	01/02/2015	2	EA	PACKING ASSEMBLY			T					
SPE5E015T0782	SPE5	5310014631858	56444959	01/02/2015	1	EA	WASHER,FLAT			T					
SPE5E015T0783	SPE5	5315016001422	56483203	01/02/2015	182	EA	PIN,STRAIGHT,HEADLE			T					
SPE5E015T0784	SPE5	5310014991853	56483206	01/02/2015	160	EA	WASHER,FLAT			T					
SPE5E015T0785	SPE5	5360131205390	56483201	01/02/2015	11	EA	SPRING,HELICAL,TORS			T					
SPE5E215Q0087	SPE5	5330009383237	52450295	12/31/14	1	EA	SEAL,PLAIN ENCASED			Q					
SPE5E215Q0090	SPE5	5330012568515	52512700	12/31/14	7	EA	GASKET			Q					
SPE5E215Q0092	SPE5	5330001715902	51495710	01/05/2015	1500	EA	RETAINER,PACKING			Q					
SPE5E215Q0093	SPE5	5305015664156	55316889	01/06/2015	1	EA	SCREW,ASSEMBLED WAS			Q					
SPE5E215Q0094	SPE5	5305015664156	55316890	01/06/2015	1	EA	SCREW,ASSEMBLED WAS			Q					
SPE5E215T3113	SPE5	5305145536794	56267801	12/26/14	308	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3177	SPE5	5305008329849	56282204	12/26/14	6859	EA	SETSCREW			T					
SPE5E215T3187	SPE5	5305009128866	56251476	12/26/14	2	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3188	SPE5	5305012636155	56251454	12/26/14	1	HD	SCREW,CAP,HEXAGON H			T					
SPE5E215T3191	SPE5	5305011216169	56286999	12/26/14	100	EA	SCREW,MACHINE			T					
SPE5E215T3196	SPE5	5305012869780	56251723	12/26/14	100	EA	SCREW,MACHINE			T					
SPE5E215T3227	SPE5	5305010561483	55713754	12/26/14	9	EA	SCREW,MACHINE			T					
SPE5E215T3231	SPE5	5305016043998	56267042	12/26/14	144	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3232	SPE5	5305015560514	55637747	12/26/14	100	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3236	SPE5	5305009014060	56274035	12/26/14	10	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3239	SPE5	5305015963633	55787733	12/26/14	2381	EA	SCREW,CAP,HEXAGON H			T					
SPE5E215T3241	SPE5	5305014840428	56251644	12/26/14	32	EA	SCREW,CAP,HEXAGON H			T					
SPE5E215T3242	SPE5	5305014090181	56274870	12/26/14	2	EA	SCREW,MACHINE			T					
SPE5E215T3244	SPE5	5305000044931	56298753	12/26/14	122	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3255	SPE5	5305013544229	56298187	12/26/14	50	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3256	SPE5	5305012574114	56297809	12/26/14	682	EA	SCREW,CAP,HEXAGON H			T					
SPE5E215T3257	SPE5	5305014419781	56298450	12/26/14	155	EA	SCREW,MACHINE			T					
SPE5E215T3258	SPE5	5305014769833	56298275	12/26/14	1157	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3269	SPE5	5305015245628	56281459	12/26/14	320	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3278	SPE5	5305011378937	56287356	12/26/14	1	EA	SETSCREW			T					
SPE5E215T3282	SPE5	5305010304902	55958521	12/26/14	165	EA	SCREW,CLOSE TOLERAN			T					
SPE5E215T3283	SPE5	5360014404888	55864078	12/26/14	337	EA	SPRING,LEAF			T					
SPE5E215T3286	SPE5	5305015491862	56161188	12/26/14	2	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3291	SPE5	5360015216081	55757466	12/26/14	118	EA	SPRING,HELICAL,COMP			T					
SPE5E215T3292	SPE5	5305012819204	55754716	12/26/14	130	EA	SCREW,SHOULDER			T					
SPE5E215T3302	SPE5	5305011813681	55831061	12/26/14	16	EA	SCREW,LEAD,BALL BEA			T					
SPE5E215T3303	SPE5	5305014286603	55951561	12/26/14	8	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3305	SPE5	5305014721883	55808446	12/26/14	4	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3316	SPE5	5305013360698	56320079	12/26/14	30	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3317	SPE5	5305012672962	56319296	12/26/14	1880	EA	SCREW,CAP,HEXAGON H			T					
SPE5E215T3321	SPE5	5305013844214	56319783	12/26/14	27	EA	SCREW,CAP,HEXAGON H			T					
SPE5E215T3332	SPE5	5305014440594	56301893	12/26/14	2	EA	SCREW,CAP,HEXAGON H			T					
SPE5E215T3348	SPE5	5305008153709	55695724	12/26/14	89	EA	SCREW,MACHINE			T					
SPE5E215T3350	SPE5	5360005094994	56327771	12/26/14	2	EA	SPRING,HELICAL,COMP			T					
SPE5E215T3795	SPE5	5360005094996	56476420	01/02/2015	4	EA	SPRING,HELICAL,COMP			T					
SPE5E215T3796	SPE5	5305014703198	55755079	01/02/2015	370	EA	SCREW ASSEMBLY,PANE			T					
SPE5E215T3797	SPE5	5305016320890	56368342	01/02/2015	625	EA	SCREW,TAPPING			T					
SPE5E215T3799	SPE5	5305000689183	55757005	01/02/2015	3490	EA	SCREW,MACHINE			T					
SPE5E215T3801	SPE5	5305010389530	56369991	01/02/2015	33	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3802	SPE5	5305015480796	56366444	01/02/2015	2	EA	SCREW,COUNTERSUNK,A			T					
SPE5E215T3803	SPE5	5305013532019	55867389	01/02/2015	3	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3804	SPE5	5305015803658	55597214	01/02/2015	30	EA	SCREW,CAP,HEXAGON H			T					
SPE5E215T3807	SPE5	5305002387400	55754256	01/02/2015	3334	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3808	SPE5	5360007237784	56370413	01/02/2015	118	EA	SPRING,HELICAL,COMP			T					
SPE5E215T3809	SPE5	5305004690061	56442488	01/02/2015	1	EA	SCREW SPECIAL			T					
SPE5E215T3810	SPE5	5305010558794	56442520	01/02/2015	10	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3811	SPE5	5360014979784	56333915	01/02/2015	125	EA	SPRING,HELICAL,COMP			T					
SPE5E215T3812	SPE5	5305015926562	56270832	01/02/2015	460	EA	SCREW,MACHINE			T					
SPE5E215T3813	SPE5	5305015960483	54916517	01/02/2015	50000	EA	SCREW,CAP,HEXAGON H			T					
SPE5E215T3814	SPE5	5305016326931	56367330	01/02/2015	63	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3815	SPE5	5305015986158	55280941	01/02/2015	4	EA	SCREW,CAP,HEXAGON H			T					
SPE5E215T3817	SPE5	5305016145013	55786920	01/02/2015	16	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3819	SPE5	5305013160387	55734063	01/02/2015	4	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3820	SPE5	5305004253807	56372665	01/02/2015	2	EA	SCREW,SHOULDER			T					
SPE5E215T3821	SPE5	5305014740973	56444760	01/02/2015	3	EA	SCREW,CAP,HEXAGON H			T					
SPE5E215T3823	SPE5	5305004562477	56363585	01/02/2015	4	EA	SCREW,MACHINE			T					
SPE5E215T3827	SPE5	5305013879157	55598135	01/02/2015	17	EA	SCREW,CAP,HEXAGON H			T					
SPE5E215T3828	SPE5	5305005435400	56445016	01/02/2015	125	EA	SCREW,WOOD			T					
SPE5E215T3829	SPE5	5305015826303	56445044	01/02/2015	6	EA	SCREW,CAP,SOCKET HE			T					
SPE5E215T3830	SPE5	5305131194935	56444782	01/02/2015	4	EA	SCREW,CAP,HEXAGON H			T					
SPE5E215T3831	SPE5	5305013778480	56444821	01/02/2015	3	EA	SCREW,MACHINE			T					
SPE5E215T3832	SPE5	5305015325169	56483192	01/02/2015	3	EA	THUMBSCREW			T					
SPE5E215T3833	SPE5	5305015926573	56483218	01/02/2015	170	EA	SCREW,MACHINE			T					
SPE5E215T3834	SPE5	5305015926542	56483204	01/02/2015	307	EA	SCREW,MACHINE			T					
SPE5E215T3835	SPE5	5305144424531	56483213	01/02/2015	110	EA	SCREW,CAP,HEXAGON H			T					
SPE5E415Q0463	SPE5	5325152007776	52985373	12/29/14	218	EA	RING,RETAINING			Q					
SPE5E415Q0464	SPE5	5306004458316	54682775	01/05/2015	988	EA	BOLT,MACHINE			Q					
SPE5E415Q0465	SPE5	5340015225957	54934232	12/29/14	4	EA	ADAPTER,AIRCRAFT EQ			Q					
SPE5E415Q0466	SPE5	5306016110065	55213107	12/29/14	41	EA	BOLT BLANK			Q					
SPE5E415Q0467	SPE5	5306015876275	53675891	12/29/14	562	EA	BOLT,MACHINE			Q					
SPE5E415Q0468	SPE5	5325000994274	55583021	12/29/14	55	EA	RING,RETAINING			Q					
SPE5E415Q0469	SPE5	5325010655895	55593488	12/29/14	230	EA	INSERT,SCREW THREAD			Q					
SPE5E415T0618	SPE5	5306016028713	55280901	12/26/14	1	EA	BOLT,ROTOR			T					
SPE5E415T2757	SPE5	5307010797408	55582631	12/26/14	16	EA	STUD,PLAIN			T					
SPE5E415T2916	SPE5	5306001450892	56282040	12/26/14	219	EA	BOLT,SHEAR			T					
SPE5E415T2920	SPE5	5306011322174	56281467	12/26/14	54	EA	BOLT,CLOSE TOLERANC			T					
SPE5E415T2930	SPE5	5306011602758	56286974	12/26/14	1	EA	BOLT,MACHINE			T					
SPE5E415T2936	SPE5	5325014680715	56079976	12/26/14	4	EA	STUD,TURNLOCK FASTE			T					
SPE5E415T2937	SPE5	5306015575722	56270824	12/26/14	36	EA	BOLT,MACHINE			T					
SPE5E415T2945	SPE5	5306015907335	56237439	12/26/14	12	EA	BOLT,EYE			T					
SPE5E415T2948	SPE5	5325011199022	56267995	12/26/14	26	EA	STUD, TURNLOCK  FAS			T					
SPE5E415T2951	SPE5	5325012836518	56199882	12/26/14	6941	EA	RING,RETAINING			T					
SPE5E415T2961	SPE5	5306001511638	55758624	12/26/14	29	EA	BOLT,MACHINE			T					
SPE5E415T2965	SPE5	5307006375229	55742191	12/26/14	1	EA	STUD,PLAIN			T					
SPE5E415T2968	SPE5	5340015325159	56294913	12/26/14	1	EA	PLATE,MOUNTING			T					
SPE5E415T2973	SPE5	5325012847672	56297646	12/26/14	10	EA	STUD,TURNLOCK FASTE			T					
SPE5E415T2988	SPE5	5306011361729	56097649	12/26/14	159	EA	BOLT,SHEAR			T					
SPE5E415T3000	SPE5	5306011671086	55788449	12/26/14	32	EA	BOLT,SHEAR			T					
SPE5E415T3005	SPE5	5325014867585	55378584	12/26/14	16000	EA	RING,RETAINING			T					
SPE5E415T3017	SPE5	5306011733566	56267446	12/26/14	21	EA	BOLT,CLOSE TOLERANC			T					
SPE5E415T3034	SPE5	5325011889745	56202272	12/26/14	221	EA	INSERT,PANEL FASTEN			T					
SPE5E415T3036	SPE5	5340200057056	55668862	12/26/14	20	EA	STRAP,WEBBING			T					
SPE5E415T3037	SPE5	5306008154968	55865059	12/26/14	910	EA	BOLT,CLOSE TOLERANC			T					
SPE5E415T3039	SPE5	5340016307960	56202205	12/26/14	2	EA	LOCK SET,MORTISE			T					
SPE5E415T3048	SPE5	5325016282107	56222315	12/26/14	1	EA	GROMMET,NONMETALLIC			T					
SPE5E415T3052	SPE5	5306016285475	56320537	12/26/14	16	EA	BOLT,CLOSE TOLERANC			T					
SPE5E415T3056	SPE5	5306001317214	56205535	12/26/14	1084	EA	BOLT,MACHINE			T					
SPE5E415T3060	SPE5	5306016328178	56267390	12/26/14	62	EA	BOLT,SHEAR			T					
SPE5E415T3540	SPE5	5306008154191	56476613	01/02/2015	100	EA	BOLT,SHEAR			T					
SPE5E415T3541	SPE5	5306009235083	55374325	01/02/2015	1000	EA	BOLT,MACHINE			T					
SPE5E415T3542	SPE5	5325010096296	56233763	01/02/2015	61	EA	RING,RETAINING			T					
SPE5E415T3543	SPE5	5306016324290	56368873	01/02/2015	33	EA	BOLT,SHOULDER			T					
SPE5E415T3544	SPE5	5325006410607	56199519	01/02/2015	167	HD	CLINCH PLATE,SNAP F			T					
SPE5E415T3545	SPE5	5306014762517	56251580	01/02/2015	3	EA	BOLT,MACHINE			T					
SPE5E415T3546	SPE5	5340015746359	55425633	01/02/2015	10	EA	STRAP,RETAINING			T					
SPE5E415T3547	SPE5	5340012243796	56438129	01/02/2015	5	EA	STRAP,WEBBING			T					
SPE5E415T3548	SPE5	5325015254653	56442679	01/02/2015	1	BX	INSERT,SCREW THREAD			T					
SPE5E415T3549	SPE5	5307010999440	56442481	01/02/2015	1	EA	STUD,SHOULDERED			T					
